symbol,n_days,n_filings,n_folds,auc_numeric,auc_tokens,auc_fusion,f1_numeric,f1_tokens,f1_fusion,brier_numeric,brier_tokens,brier_fusion,ece_numeric,ece_tokens,ece_fusion,delta_auc_tok_num,delta_auc_fus_tok,delta_f1_tok_num,delta_f1_fus_tok,delta_brier_tok_num,delta_brier_fus_tok,delta_ece_tok_num,delta_ece_fus_tok,tok_beats_num,fus_beats_tok,full_hypothesis
VBL,2246,86,51,0.498509081800113,0.5133812089501869,0.5070170563963758,0.39819892649017974,0.38199496426419305,0.40038851888172294,0.2679558310663442,0.2742469687878493,0.2773828435681944,0.1326217615016338,0.1430810211684224,0.16030840270775082,0.01487212715007391,-0.006364152553811064,-0.01620396222598669,0.018393554617529895,0.006291137721505136,0.003135874780345105,0.010459259666788595,0.01722738153932843,True,False,False
DLF,2452,774,56,0.49180569957816844,0.48654252516724306,0.5064359422621418,0.4523728717504448,0.48127916220250416,0.5314240958748693,0.2716659638334966,0.2763361940387043,0.2711071708665541,0.15666645105140015,0.16082271289827396,0.15841107400041035,-0.005263174410925386,0.01989341709489878,0.028906290452059336,0.05014493367236511,0.004670230205207682,-0.005229023172150182,0.0041562618468738155,-0.0024116388978636105,False,True,False
DMART,2154,602,49,0.5118659451989671,0.5078222777441441,0.5060014915528637,0.37057410352607884,0.3719768565127634,0.3997987219682181,0.2777686567708221,0.27852390073331984,0.2736780933461988,0.1702494773588576,0.17121667500176477,0.1727950284467569,-0.004043667454822986,-0.0018207861912804546,0.0014027529866845745,0.027821865455454675,0.0007552439624977647,-0.004845807387121037,0.0009671976429071749,0.001578353444992131,False,False,False
RELIANCE,2452,143,56,0.5016033776642431,0.495453548364908,0.5060003450772773,0.4085410872574777,0.4075316214753219,0.4460722421094073,0.2797804195458254,0.27234765193276445,0.2704976907635406,0.16958418538995332,0.1609426260260999,0.1498864405527735,-0.006149829299335108,0.0105467967123693,-0.0010094657821557718,0.03854062063408542,-0.007432767613060942,-0.0018499611692238682,-0.008641559363853413,-0.011056185473326402,False,True,False
HINDUNILVR,2453,293,56,0.5189739794625864,0.506772554037729,0.5056496857858038,0.39883266860152095,0.37779577201314557,0.386935868430666,0.26552779403183663,0.26515406950037895,0.2679202798872135,0.14286274051066616,0.14048188810030754,0.1430123052393763,-0.01220142542485736,-0.001122868251925202,-0.021036896588375376,0.009140096417520449,-0.00037372453145767537,0.0027662103868345556,-0.002380852410358625,0.0025304171390687635,False,False,False
ATGL,1751,421,39,0.5389316781139868,0.4981698092259842,0.5055431849021969,0.3591936220209269,0.32649758248425176,0.3447375510487908,0.2709792756531066,0.27202893349457835,0.2664821471472701,0.175669290264807,0.158360229466028,0.1689491038090162,-0.040761868888002595,0.007373375676212657,-0.03269603953667516,0.018239968564539022,0.0010496578414717628,-0.0055467863473082635,-0.017309060798778975,0.010588874342988192,False,True,False
ASIANPAINT,2452,1074,56,0.5261547781918366,0.5113147903984087,0.5054246459177318,0.39518843546751403,0.39220252848715326,0.4137523267118866,0.2730839246056528,0.2778353388066299,0.27165368221203623,0.1714258214660941,0.16159695899151907,0.16230793957650494,-0.014839987793427989,-0.005890144480676818,-0.002985906980360775,0.021549798224733352,0.004751414200977133,-0.0061816565945936874,-0.00982886247457504,0.0007109805849858652,False,False,False
PNB,2452,256,56,0.4981182515597539,0.5052607565674057,0.5051536330578715,0.3535937126215393,0.39293782168231406,0.39776617707985423,0.2639047362987871,0.26544286643722464,0.27089215269148215,0.14094933720138,0.1409058941914898,0.16104738308799035,0.007142505007651734,-0.00010712350953412386,0.039344109060774735,0.004828355397540174,0.0015381301384375656,0.005449286254257502,-4.344300989020389e-05,0.020141488896500553,True,False,False
GRASIM,2453,1338,56,0.48340391207557093,0.513919348275209,0.5045105155690823,0.41443154243794683,0.44569098833595777,0.4342263313821522,0.26753989218295493,0.26317518716479055,0.264977471989672,0.14334850901764712,0.13487285637712843,0.14469875148021924,0.03051543619963809,-0.00940883270612669,0.03125944589801094,-0.011464656953805552,-0.004364705018164383,0.0018022848248814283,-0.008475652640518694,0.009825895103090815,True,False,False
HINDZINC,2453,689,56,0.49082921034435134,0.4997967688631154,0.5041644928514496,0.38705409656805906,0.42911228129449924,0.44566960705382813,0.27511686846009425,0.2765517851301217,0.27580268107228656,0.15928542824752148,0.16766405408856744,0.16976749110941028,0.008967558518764074,0.004367723988334182,0.042058184726440184,0.01655732575932889,0.0014349166700274307,-0.000749104057835126,0.008378625841045956,0.002103437020842841,True,True,True
BEL,2452,637,56,0.5115870749055045,0.5098208130062172,0.5038378085314118,0.33386115810817224,0.40204576782452117,0.4085399609623984,0.2674805560914589,0.26461426921506004,0.2668177731296554,0.14516744119486466,0.1371491027857065,0.14610458393772147,-0.0017662618992873025,-0.005983004474805376,0.06818460971634893,0.006494193137877247,-0.002866286876398838,0.0022035039145953395,-0.008018338409158166,0.008955481152014971,False,False,False
MOTHERSON,2452,919,56,0.512870760147147,0.49048229091005957,0.5033556210576812,0.42200456904894823,0.4296325123572996,0.4203243131198043,0.2683766720615585,0.267585668548654,0.26587223960939216,0.15102393892292115,0.1476269830201346,0.15088568055231097,-0.022388469237087483,0.012873330147621598,0.00762794330835137,-0.009308199237495318,-0.000791003512904509,-0.0017134289392618518,-0.003396955902786547,0.0032586975321763634,False,True,False
PFC,2452,193,56,0.49933749181332326,0.5067181662710405,0.5017469644922262,0.4275378305270913,0.4138737435500997,0.4303236465122112,0.27248133569647454,0.2736461088621742,0.27444041969121846,0.16026616771554666,0.1680494469049639,0.16230315085603303,0.007380674457717229,-0.0049712017788142715,-0.013664086976991618,0.016449902962111518,0.001164773165699684,0.0007943108290442424,0.007783279189417236,-0.005746296048930871,True,False,False
DRREDDY,2452,1051,56,0.5128366890637431,0.5046792318496787,0.5012658867909754,0.3952420762518066,0.42211344294958714,0.3933264769102444,0.2721763697114682,0.2763459829511702,0.27450850364753837,0.154636384252191,0.15740934963524733,0.1589829787210654,-0.008157457214064467,-0.0034133450587032765,0.026871366697780563,-0.02878696603934272,0.004169613239701997,-0.001837479303631817,0.002772965383056325,0.001573629085818068,False,False,False
SUNPHARMA,2453,108,56,0.5182769890850197,0.5022058252433154,0.500992520246403,0.40174324560985525,0.38920282224596214,0.4350108698199079,0.2701530896760105,0.27495094925459734,0.2698082930780196,0.1569869134802895,0.1630630151025914,0.14985549568456016,-0.016071163841704372,-0.0012133049969124121,-0.012540423363893105,0.04580804757394574,0.0047978595785868605,-0.00514265617657772,0.006076101622301905,-0.01320751941803125,False,False,False
NESTLEIND,2452,292,56,0.48781506514612627,0.5091770256182789,0.5007854378272094,0.3999026824273579,0.38419243167812744,0.3779361869384768,0.27107223346627174,0.27116230129226276,0.2711014075502387,0.15027957928048358,0.1544945437411566,0.15245624319988277,0.021361960472152663,-0.008391587791069521,-0.015710250749230437,-0.00625624473965064,9.006782599102481e-05,-6.0893742024059616e-05,0.004214964460673015,-0.002038300541273824,True,False,False
CIPLA,2452,1212,56,0.4738212434569224,0.5172193514222749,0.500466798969303,0.3384048031057024,0.3626501870566098,0.3664303062896221,0.2660430655352727,0.26075527001642634,0.26507944671180855,0.13490645017017502,0.13593461096310824,0.1460453943593522,0.04339810796535254,-0.016752552452971914,0.024245383950907362,0.0037801192330123023,-0.005287795518846339,0.004324176695382209,0.0010281607929332193,0.010110783396243966,True,False,False
BHARTIARTL,2452,412,56,0.5191272600501594,0.5084322185670417,0.49967472265114704,0.38790336450676477,0.42176146215429383,0.450543621437616,0.2702028830685011,0.27702130091933,0.2809964801453704,0.14722334974206966,0.16767415388479545,0.17192304334297748,-0.010695041483117729,-0.008757495915894642,0.03385809764752906,0.028782159283322173,0.006818417850828928,0.0039751792260403485,0.020450804142725793,0.004248889458182026,False,False,False
HEROMOTOCO,2452,1456,56,0.4982966295492674,0.5122542854162264,0.49963476522009714,0.4030075069822013,0.37802375000345806,0.36288880496502973,0.27464364382085643,0.28310411664024554,0.2749350135421542,0.169449571207608,0.18389751273207744,0.17605024040260103,0.013957655866959018,-0.012619520196129275,-0.02498375697874322,-0.015134945038428327,0.008460472819389109,-0.008169103098091324,0.014447941524469432,-0.007847272329476407,True,False,False
HDFCLIFE,1990,692,45,0.4917003602707652,0.4894630505384111,0.4995338413928239,0.42479613985742587,0.388269689883273,0.42559149309939837,0.2784919758999021,0.2719539064855698,0.268293804319733,0.1608292760185949,0.16058573837165652,0.15475938031605482,-0.002237309732354087,0.010070790854412814,-0.036526449974152886,0.03732180321612538,-0.006538069414332326,-0.003660102165836787,-0.00024353764693837987,-0.005826358055601694,False,True,False
ADANIPOWER,2452,640,56,0.5117715973936313,0.4925926116872364,0.49938692076171126,0.298580186989523,0.2628163697295788,0.2806406631456509,0.27128281164484985,0.27397233236665514,0.27172871164289913,0.16137716026300292,0.16038557414901347,0.16098906526857518,-0.019178985706394924,0.006794309074474869,-0.03576381725994421,0.017824293416072112,0.002689520721805283,-0.0022436207237560013,-0.0009915861139894455,0.0006034911195617054,False,True,False
JINDALSTEL,2452,258,56,0.5116359565590834,0.5086809591492382,0.49899303416051766,0.45822480433785634,0.41614856071175577,0.41722875349806227,0.27329134091868695,0.2752306066089152,0.27531580530103167,0.16715086255975573,0.1673460130772065,0.16314468898620696,-0.0029549974098452836,-0.009687924988720509,-0.04207624362610057,0.0010801927863064997,0.0019392656902282313,8.519869211648379e-05,0.0001951505174507817,-0.0042013240909995475,False,False,False
LTIM,2317,372,53,0.49068142185922653,0.5002102617729108,0.49863822491243703,0.43261384698098765,0.43240148240175164,0.40449709965219033,0.27074440670975686,0.27377380233888415,0.2764992027633522,0.15323553170060636,0.1655098271102981,0.17087831413203944,0.009528839913684306,-0.0015720368604738022,-0.00021236457923601293,-0.027904382749561307,0.003029395629127296,0.0027254004244680607,0.012274295409691743,0.005368487021741336,True,False,False
ADANIPORTS,2452,596,56,0.5174518658406672,0.5078045646827697,0.49820088705124743,0.4779104908151802,0.4335699231053661,0.40877725138338505,0.26526752345725446,0.2738699349233795,0.2764084220124809,0.1438841294412028,0.1603218346401116,0.17604480160934832,-0.00964730115789747,-0.009603677631522256,-0.04434056770981415,-0.02479267172198102,0.00860241146612506,0.002538487089101371,0.016437705198908803,0.015722966969236724,False,False,False
LT,2452,832,56,0.4976712289835921,0.48854025154721054,0.49819612641280264,0.38942905975510095,0.33909679814697036,0.3541455181083246,0.2713398132128987,0.26973697743460406,0.27227264127295275,0.15078901523849667,0.1424405384304461,0.16060143476649252,-0.009130977436381582,0.009655874865592107,-0.05033226160813059,0.015048719961354262,-0.00160283577829462,0.0025356638383486896,-0.008348476808050564,0.018160896336046423,False,True,False
TVSMOTOR,2453,131,56,0.5198871974822901,0.504007809852029,0.4978866371120406,0.3765183440979164,0.4059355161228019,0.4051689700226221,0.2739269289527861,0.2701495102695506,0.26989552791850496,0.16646124691419278,0.15248266996300344,0.16291237759577562,-0.015879387630261088,-0.006121172739988356,0.029417172024885474,-0.000766546100179788,-0.0037774186832355006,-0.00025398235104562294,-0.013978576951189342,0.010429707632772178,False,False,False
LODHA,1148,498,24,0.5339223587932599,0.48825676214573077,0.49726479523364847,0.39097151088250076,0.3814568801329757,0.39066623657168,0.268579784460841,0.2563334576192309,0.2631184000350461,0.16152878052386924,0.12032067579930895,0.15982325831841884,-0.045665596647529116,0.0090080330879177,-0.009514630749525077,0.009209356438704297,-0.012246326841610145,0.006784942415815232,-0.04120810472456028,0.03950258251910989,False,True,False
BAJAJFINSV,2452,610,56,0.5042544517087564,0.49931942696398607,0.4969852544108989,0.40388112204745735,0.4062745319083219,0.3833411838355087,0.27745396306651027,0.2760383518577013,0.2807324262134324,0.16856915448817425,0.1496660018716243,0.16714710513676673,-0.004935024744770311,-0.002334172553087155,0.0023934098608645593,-0.02293334807281322,-0.0014156112088089534,0.004694074355731104,-0.018903152616549956,0.017481103265142434,False,False,False
NTPC,2452,485,56,0.5230281974254272,0.50275227147119,0.4956057402979752,0.3488789612408136,0.35852434920897747,0.3429132729489862,0.275929391016227,0.2704351494892808,0.26887329603983884,0.16556327625353034,0.1515595490253768,0.14342925268289886,-0.020275925954237217,-0.007146531173214732,0.009645387968163888,-0.015611076259991252,-0.005494241526946164,-0.0015618534494419856,-0.014003727228153545,-0.008130296342477944,False,False,False
HDFCBANK,2453,1701,56,0.4970061027583649,0.5079878080080142,0.49514963350106916,0.4629123744138874,0.4578495444089422,0.4837973960855857,0.2709428888202969,0.27244448691679857,0.27334609211389393,0.15036557400882744,0.16408401135232262,0.16384273683585787,0.010981705249649365,-0.012838174506945077,-0.0050628300049451735,0.025947851676643485,0.0015015980965016884,0.0009016051970953676,0.013718437343495177,-0.00024127451646474563,True,False,False
EICHERMOT,2452,1526,56,0.5148844598086713,0.4935624931249798,0.49476737626356027,0.3925748910721,0.38868399092896483,0.3858774334713315,0.26226947423994584,0.2800847585983415,0.2755073760745578,0.13571859662674404,0.17214294713952077,0.16536873032688643,-0.021321966683691462,0.0012048831385804704,-0.0038909001431351453,-0.0028065574576333074,0.017815284358395633,-0.004577382523783702,0.03642435051277673,-0.006774216812634348,False,True,False
DIVISLAB,2452,402,56,0.4997844788497313,0.4859352971237582,0.49407137700279646,0.44331631437920177,0.473406789535484,0.4615030301235291,0.27191399636169805,0.2689773592609687,0.2708159667175827,0.14067730693340286,0.14378652624307994,0.15540702397990472,-0.013849181725973103,0.00813607987903825,0.030090475156282215,-0.011903759411954873,-0.0029366371007293335,0.001838607456613961,0.003109219309677086,0.011620497736824775,False,True,False
MARUTI,2452,789,56,0.5101639914620029,0.5135734843297547,0.49326229560887097,0.38500583149768175,0.3746491971286903,0.39054160907471847,0.2728105705383194,0.2781258507127166,0.2756202393389115,0.15814402269052805,0.16597095309227555,0.16546811188725538,0.003409492867751829,-0.02031118872088372,-0.010356634368991424,0.01589241194602814,0.005315280174397197,-0.0025056113738051167,0.007826930401747506,-0.0005028412050201714,True,False,False
ABB,2452,697,56,0.5011005904121975,0.49992039255278603,0.4931620913251473,0.36837061701925755,0.34100964603283374,0.3552600292583578,0.2745010664309244,0.27526056774121194,0.2712041331663991,0.1734260261781974,0.16836989357677995,0.1716212362890652,-0.0011801978594114249,-0.006758301227638708,-0.027360970986423816,0.014250383225524077,0.0007595013102875137,-0.004056434574812862,-0.005056132601417462,0.003251342712285249,False,False,False
TECHM,2453,138,56,0.5192316056376833,0.4919029799800217,0.491221488148875,0.4541223562347036,0.48072595277060853,0.4809172741147033,0.2664695939635114,0.27464087061205705,0.27324349171415274,0.13981611645018624,0.1633478430276909,0.1584262648986834,-0.027328625657661643,-0.0006814918311466855,0.02660359653590494,0.00019132134409477475,0.008171276648545667,-0.0013973788979043111,0.023531726577504658,-0.004921578129007509,False,False,False
BRITANNIA,2452,595,56,0.5020295099639941,0.49694853366243336,0.49027139979959905,0.41923957974739967,0.430839581287535,0.43477852191095206,0.2693110008565986,0.26821116163172976,0.27407176865580896,0.1498400862700366,0.14877911565199112,0.1717491391457724,-0.005080976301560736,-0.006677133862834306,0.011600001540135352,0.003938940623417042,-0.0010998392248688371,0.005860607024079201,-0.0010609706180454703,0.022970023493781272,False,False,False
SBIN,2453,150,56,0.510207981332732,0.4979701568825951,0.48996471574911293,0.4172732939725211,0.42845012026111445,0.4374334205657081,0.26414832141364314,0.26136689651389744,0.26806373838876457,0.13344744871640407,0.12141848144402191,0.1463348552857908,-0.012237824450136936,-0.008005441133482172,0.011176826288593344,0.008983300304593655,-0.002781424899745699,0.006696841874867132,-0.01202896727238216,0.024916373841768882,False,False,False
TITAN,2453,118,56,0.5142979456562006,0.489938838701041,0.4886910260967248,0.46300992275750313,0.45747346473497325,0.44148140287034515,0.2698274766923442,0.27269373577243466,0.278244619903654,0.14791777687015753,0.15555405149656115,0.1619587687519806,-0.024359106955159582,-0.0012478126043161675,-0.005536458022529889,-0.015992061864628093,0.002866259080090472,0.005550884131219347,0.007636274626403622,0.00640471725541944,False,False,False
HAL,1901,595,43,0.5001717183953461,0.4699160546250701,0.4881352871256637,0.3709180376531443,0.4126594146815389,0.4276012098346368,0.27357596972633547,0.274956206171963,0.26993260870936997,0.16657649659389848,0.16262974347629228,0.1629143546123308,-0.030255663770276053,0.018219232500593596,0.04174137702839459,0.014941795153097903,0.001380236445627514,-0.00502359746259301,-0.0039467531176062,0.0002846111360385317,False,True,False
ICICIBANK,2453,3149,56,0.48480267294418605,0.48752206932800846,0.48654259335382877,0.40445240367744867,0.39939877925681866,0.43478575533695796,0.2643065746973429,0.26649655643704867,0.26206952126079475,0.13667827758262543,0.13599648010014623,0.13545075430941297,0.0027193963838224033,-0.0009794759741796888,-0.00505362442063001,0.0353869760801393,0.0021899817397057486,-0.004427035176253924,-0.0006817974824792072,-0.0005457257907332536,True,False,False
TORNTPHARM,2453,109,56,0.4971431995468395,0.47855995455272743,0.48501458328047675,0.43134940466856364,0.4316100145087973,0.41128683539028277,0.26685672422091306,0.26900712073938315,0.2754028346693223,0.13524249766531998,0.13865195845122028,0.15332349943637694,-0.01858324499411207,0.006454628727749323,0.00026060984023368317,-0.020323179118514556,0.002150396518470099,0.006395713929939151,0.0034094607859002923,0.014671540985156661,False,True,False
ICICIPRULI,2270,1228,52,0.5200347406916014,0.48959408332436183,0.48087489816101275,0.33357776063092104,0.3626596289983547,0.36984722387179103,0.27139830452686176,0.27891606167331956,0.2778133595320677,0.13956054264967907,0.16255049257984597,0.16979876480079806,-0.030440657367239554,-0.008719185163349075,0.02908186836743365,0.007187594873436343,0.007517757146457804,-0.0011027021412518545,0.022989949930166897,0.00724827222095209,False,False,False
HCLTECH,2453,877,56,0.4985952460276219,0.481746319100917,0.4805683180751133,0.49205449060721473,0.4877999105007749,0.4833094001730619,0.2672091027662451,0.27320912911640777,0.2711734890368748,0.14083684087071102,0.15008371320758898,0.14448816245169954,-0.01684892692670492,-0.0011780010258036766,-0.004254580106439809,-0.0044905103277130265,0.006000026350162668,-0.002035640079532941,0.00924687233687796,-0.005595550755889439,False,False,False
BANKBARODA,2452,1120,56,0.48433849261753614,0.48133610011952843,0.47810294018894794,0.39365537672488354,0.40313962775481177,0.41562999880803103,0.26891627773524385,0.2743826666612898,0.2762917166006226,0.14600288035682468,0.15312518647135856,0.15976086149743235,-0.003002392498007711,-0.003233159930580487,0.009484251029928226,0.012490371053219262,0.005466388926045951,0.0019090499393328297,0.007122306114533877,0.0066356750260737896,False,False,False
INDUSINDBK,2452,2527,56,0.5187661055452999,0.5003332022688699,0.4777040882720557,0.39078218697608047,0.39424093615954675,0.4005511656882882,0.2661919100806834,0.26918795572257975,0.2708346748827993,0.15247589991809335,0.14475270316808095,0.14992216061857125,-0.01843290327642999,-0.02262911399681422,0.003458749183466281,0.00631022952874144,0.002996045641896372,0.001646719160219523,-0.007723196750012401,0.0051694574504903,False,False,False
BAJFINANCE,2452,922,56,0.49537506843921847,0.4901313709929564,0.47718404872411224,0.35169700189601233,0.35947409679820513,0.36990034625277973,0.27107089205593243,0.2753192042497625,0.2774678216628464,0.14541569804040802,0.1583510360414877,0.16367016339097104,-0.0052436974462620745,-0.012947322268844152,0.007777094902192805,0.010426249454574599,0.0042483121938300394,0.0021486174130839197,0.012935338001079683,0.005319127349483338,False,False,False
LICI,881,538,18,0.4985765819378059,0.491287050204247,0.46571455855947963,0.32932008686519837,0.4180824750606006,0.4328977369361734,0.27630763194980507,0.2674881293893737,0.27373438364663005,0.16568774947781234,0.1211789050132591,0.16247181233568095,-0.007289531733558896,-0.02557249164476738,0.08876238819540222,0.014815261875572805,-0.008819502560431347,0.006246254257256334,-0.044508844464553235,0.04129290732242184,False,False,False
RECLTD,2452,108,56,0.5095351720944122,0.48199714269066446,0.46215938149135033,0.4311624629207443,0.42161150313823487,0.4165577429355355,0.2677726983390688,0.27839598594459697,0.28626312940549575,0.14652021412890218,0.16154985416652387,0.17993930519924686,-0.027538029403747777,-0.01983776119931413,-0.009550959782509416,-0.0050537602026993755,0.010623287605528164,0.007867143460898784,0.015029640037621694,0.018389451032722992,False,False,False
HYUNDAI,283,159,3,0.6359939199851481,0.41402696556205326,0.40347976422537823,0.6608172116646692,0.3189393939393939,0.40496089931573803,0.2535532847286707,0.29459616107217024,0.28661107963455756,0.13507754939756403,0.23871541901537108,0.21683678419623945,-0.22196695442309483,-0.010547201336675027,-0.3418778177252753,0.08602150537634412,0.04104287634349951,-0.007985081437612673,0.10363786961780705,-0.02187863481913163,False,False,False
